series_id,avg_round_duration,early_utility_rate,first_contact_time,site_hit_freq,retake_rate,hold_rate,pistol_conv,mid_round_ratio,default_duration,trade_eff,first_blood_support,late_round_win,utility_share,post_plant,def_aggression,collapse_rate
2843067,118.33649999999999,0.2,15.0,0.5333333333333333,0.35,0.65,1.0,0.0021391846298568205,20.0,0.32075471698113206,1.0,1.0,0.0022467012055060946,1.0,1.0,0.13333333333333333
2843064,108.25696969696969,0.2878787878787879,15.0,0.7121212121212122,0.5277777777777778,0.4722222222222222,1.0,0.0101912267586248,20.0,0.3835920177383592,1.0,1.0,0.009593950784562263,1.0,1.0,0.16666666666666666
2843060,124.19858571428571,0.45714285714285713,15.0,0.8285714285714286,0.6428571428571429,0.35714285714285715,1.0,0.010581753892856292,20.0,0.3645621181262729,0.9857142857142858,1.0,0.010225443390425392,1.0,1.0,0.32857142857142857
2819701,106.46165573770492,0.09836065573770492,15.0,0.5901639344262295,0.45,0.55,1.0,0.002463948070335064,20.0,0.4172494172494173,1.0,1.0,0.0025625054206845437,1.0,1.0,0.3114754098360656
2819697,108.31466101694915,0.1694915254237288,15.0,0.7796610169491526,0.6451612903225806,0.3548387096774194,1.0,0.0030509707415305887,20.0,0.4083129584352078,1.0,1.0,0.0030970349964954606,1.0,1.0,0.3728813559322034
