series_id,avg_round_duration,early_utility_rate,first_contact_time,site_hit_freq,retake_rate,hold_rate,pistol_conv,mid_round_ratio,default_duration,trade_eff,first_blood_support,late_round_win,utility_share,post_plant,def_aggression,collapse_rate
2843071,111.47792647058823,0.35294117647058826,15.0,0.6029411764705882,0.325,0.675,1.0,0.009412141602543493,20.0,0.420824295010846,1.0,1.0,0.009232260710690183,1.0,1.0,0.2647058823529412
2843070,126.25582352941177,0.3176470588235294,15.0,0.788235294117647,0.5405405405405406,0.4594594594594595,1.0,0.004036368499867573,20.0,0.46324786324786327,0.9882352941176471,1.0,0.004021361659906032,1.0,1.0,0.36470588235294116
2843069,115.98304918032787,0.5081967213114754,15.0,0.7049180327868853,0.5,0.5,1.0,0.011975114945074652,20.0,0.46436781609195404,1.0,1.0,0.01197176380807021,1.0,1.0,0.2786885245901639
2843067,118.33649999999999,0.2,15.0,0.5333333333333333,0.35,0.65,1.0,0.0021391846298568205,20.0,0.32075471698113206,1.0,1.0,0.0022467012055060946,1.0,1.0,0.13333333333333333
2843063,102.85022388059701,0.26865671641791045,15.0,0.6268656716417911,0.5,0.5,1.0,0.006007707665267056,20.0,0.4038876889848812,1.0,1.0,0.005658160082406024,1.0,1.0,0.31343283582089554
