player_name,agent_pick_rate,entry_attempts_per_round,deaths_first_20s,kd_by_site,duel_win_pct,headshot_pct,first_kill_rate,dmg_per_round,clutch_rate,post_plant_kd
Derrek,0.264,0.746,0.0,1.118,0.489,0.53,0.061,110.348,1.0,1.118
NaturE,0.268,0.693,0.0,0.858,0.436,0.416,0.045,89.279,1.0,0.858
icy,0.265,0.668,0.0,0.98,0.462,0.525,0.122,99.45,1.0,0.98
supamen,0.24,0.64,0.0,0.915,0.443,0.606,0.063,84.132,1.0,0.915
yay,0.237,0.654,0.0,1.112,0.496,0.493,0.17,112.682,1.0,1.112
